# time  created  delivered  delivered/created
3857.0000 257 135 0.5253
3857.0000 257 136 0.5292
3858.0000 258 136 0.5271
3859.0000 259 136 0.5251
3859.0000 259 137 0.5290
3860.0000 260 137 0.5269
3860.0000 260 138 0.5308
3861.0000 261 138 0.5287
3861.0000 261 139 0.5326
3861.0000 261 140 0.5364
3861.0000 261 141 0.5402
3862.0000 262 141 0.5382
3863.0000 263 141 0.5361
3864.0000 264 141 0.5341
3864.0000 264 142 0.5379
3865.0000 265 142 0.5358
3866.0000 266 142 0.5338
3866.0000 266 143 0.5376
3867.0000 267 143 0.5356
3868.0000 268 143 0.5336
3868.0000 268 144 0.5373
3869.0000 269 144 0.5353
3870.0000 270 144 0.5333
3870.0000 270 145 0.5370
3871.0000 271 145 0.5351
3872.0000 272 145 0.5331
3872.0000 272 146 0.5368
3873.0000 273 146 0.5348
3874.0000 274 146 0.5328
3875.0000 275 146 0.5309
3875.0000 275 147 0.5345
3876.0000 276 147 0.5326
3876.0000 276 148 0.5362
3877.0000 277 148 0.5343
3877.0000 277 149 0.5379
3878.0000 278 149 0.5360
3878.0000 278 150 0.5396
3879.0000 279 150 0.5376
3880.0000 280 150 0.5357
3880.0000 280 151 0.5393
3881.0000 281 151 0.5374
3882.0000 282 151 0.5355
3883.0000 283 151 0.5336
3883.0000 283 152 0.5371
3884.0000 284 152 0.5352
3885.0000 285 152 0.5333
3886.0000 286 152 0.5315
3886.0000 286 153 0.5350
3887.0000 287 153 0.5331
3888.0000 288 153 0.5313
3888.0000 288 154 0.5347
3889.0000 289 154 0.5329
3889.0000 289 155 0.5363
3890.0000 290 155 0.5345
3891.0000 291 155 0.5326
3891.0000 291 156 0.5361
3892.0000 292 156 0.5342
3893.0000 293 156 0.5324
3893.0000 293 157 0.5358
3894.0000 294 157 0.5340
3895.0000 295 157 0.5322
3895.0000 295 158 0.5356
3896.0000 296 158 0.5338
3896.0000 296 159 0.5372
3897.0000 297 159 0.5354
3897.0000 297 160 0.5387
3898.0000 298 160 0.5369
3899.0000 299 160 0.5351
3900.0000 300 160 0.5333
3901.0000 301 160 0.5316
3901.0000 301 161 0.5349
3901.0000 301 162 0.5382
3902.0000 302 162 0.5364
3902.0000 302 163 0.5397
3903.0000 303 163 0.5380
3903.0000 303 164 0.5413
3904.0000 304 164 0.5395
3904.0000 304 165 0.5428
3905.0000 305 165 0.5410
3906.0000 306 165 0.5392
3906.0000 306 166 0.5425
3906.0000 306 167 0.5458
3907.0000 307 167 0.5440
3908.0000 308 167 0.5422
3909.0000 309 167 0.5405
3910.0000 310 167 0.5387
3910.0000 310 168 0.5419
3911.0000 311 168 0.5402
3911.0000 311 169 0.5434
3912.0000 312 169 0.5417
3912.0000 312 170 0.5449
3913.0000 313 170 0.5431
3914.0000 314 170 0.5414
3915.0000 315 170 0.5397
3915.0000 315 171 0.5429
3915.0000 315 172 0.5460
3916.0000 316 172 0.5443
3916.0000 316 173 0.5475
3917.0000 317 173 0.5457
3918.0000 318 173 0.5440
3919.0000 319 173 0.5423
3920.0000 320 173 0.5406
3920.0000 320 174 0.5438
3921.0000 321 174 0.5421
3921.0000 321 175 0.5452
3922.0000 322 175 0.5435
3923.0000 323 175 0.5418
3924.0000 324 175 0.5401
3925.0000 325 175 0.5385
3926.0000 326 175 0.5368
3927.0000 327 175 0.5352
3927.0000 327 176 0.5382
3928.0000 328 176 0.5366
3929.0000 329 176 0.5350
3930.0000 330 176 0.5333
3930.0000 330 177 0.5364
3931.0000 331 177 0.5347
3932.0000 332 177 0.5331
3932.0000 332 178 0.5361
3933.0000 333 178 0.5345
3933.0000 333 179 0.5375
3933.0000 333 180 0.5405
3934.0000 334 180 0.5389
3934.0000 334 181 0.5419
3935.0000 335 181 0.5403
3936.0000 336 181 0.5387
3936.0000 336 182 0.5417
3937.0000 337 182 0.5401
3937.0000 337 183 0.5430
3938.0000 338 183 0.5414
3938.0000 338 184 0.5444
3939.0000 339 184 0.5428
3939.0000 339 185 0.5457
3940.0000 340 185 0.5441
3940.0000 340 186 0.5471
3941.0000 341 186 0.5455
3941.0000 341 187 0.5484
3942.0000 342 187 0.5468
3942.0000 342 188 0.5497
3943.0000 343 188 0.5481
3944.0000 344 188 0.5465
3944.0000 344 189 0.5494
3945.0000 345 189 0.5478
3946.0000 346 189 0.5462
3946.0000 346 190 0.5491
3947.0000 347 190 0.5476
3948.0000 348 190 0.5460
3949.0000 349 190 0.5444
3949.0000 349 191 0.5473
3950.0000 350 191 0.5457
3951.0000 351 191 0.5442
3952.0000 352 191 0.5426
3953.0000 353 191 0.5411
3953.0000 353 192 0.5439
3953.0000 353 193 0.5467
3954.0000 354 193 0.5452
3954.0000 354 194 0.5480
3955.0000 355 194 0.5465
3956.0000 356 194 0.5449
3956.0000 356 195 0.5478
